Codigo;Descripcion_ES;Descripcion_EU
274600;CORREDORES DE COMERCIO LIBRES;MERKATAL ARTEKARI LIBREAK 
274700;AUDITORES DE CUENTAS Y CENSORES JURADOS DE CUENTAS;KONTU AUDITOREAK ETA ZINPEKO KONTU AZTERLARIAK 
274800;ADMINISTRADORES DE LA CARTERA DE VALORES;BALORE KARTERAKO ADMINISTRARIAK 
274900;CORREDORES INTERPRETES Y CORREDORES MARITIMOS;ARTEKARI INTERPRETARIAK ETA ITSAS ARTEKARIAK 
275100;PROFESIONALES DE LA PUBLICIDAD, RELACIONES PUBLICAS Y SIMILARES;PUBLIZITATE, HARREMAN PUBLIKOETAKO ETA ANTZEKO PROFESIONARIAK 
276100;DOCTORES Y LICENCIADOS EN CIENCIAS EXACTAS Y ESTADISTICAS;ZIENTZIA ZEHATZETAKO ETA ESTATISTIKETAKO DOKTOREAK ETA LIZENTZIATUAK 
276200;DOCTORES Y LICENCIADOS EN INFORMATICA;INFORMATIKAKO DOKTOREAK ETA LIZENTZIADUNAK 
276300;PROGRAMADORES Y ANALISTAS DE INFORMATICA;INFORMATIKAKO PROGRAMATZAILEAK ETA ANALISGILEAK 
276400;DIPLOMADOS EN INFORMATICA;INFORMATIKAKO DIPLOMADUNAK 
276500;GRABADOR INFORMATICO Y OTROS PROF.AUXILIA.DEL TRATAMIENTO ELECTRONICO DE DATOS;INFORMATIKAKO GRABATZAILEAK ETA DATUEN ELEKTRONIKAZKO TRATAMENDUETAKO PROFESIO 
277100;AGENTES COBRADORES DE FACTURAS,EFECTOS COMERCIALES,PRESTAMOS Y DCHOS.TODA CLA.;FAKTURA, MERKATAL EFEKTU, MAILEGU ETA ERA GUZTIETAKO ESKUBIDEEN AGENTE KOBRATZ 
277200;ESTENOTIPISTAS, MECANOGRAFOS,TAQUIGRAFOS Y OTROS PROFESIONALES ADMINISTRATIVOS;ESTENOTIPISTAK, MEKANOGRAFOAK, TAKIGRAFOAK ETA ADMINISTRAZIO BESTE PROFESIONAR 
277300;DETECTIVES PRIVADOS Y PROFESIONALES QUE PRESTAN SERV.DE VIGILANCIA,PROTECCION,;JAGOTZA, BABES ETA SEGURTASUN ZERBITZUETAN DIHARDUTEN DETEKTIBE PRIBATUAK ETA 
277400;TRADUCTORES E INTERPRETES;ITZULTZAILEAK ETA INTERPRETARIAK 
277500;DOCTORES Y LICENCIADOS EN FILOSOFIA Y LETRAS;FILOSOFIA ETA LETRETAKO DOKTOREAK ETA LIZENTZIADUNAK 
277600;DOCTORES Y LICENCIADOS CIENCIAS POLITICAS Y SOCIALES,PSICOLOGOS,ANTROPOLOGOS,;ZIENTZIA POLITIKO ETA SOZIALETAKO DOKTOREAK ETA LIZENTZIADUNAK, PSIKOLOGOAK, A 
277700;ESPECIALISTAS EN ASUNTOS DE PERSONAL Y ORIENTACION Y ANALISIS PROFESIONAL;PERTSONAL ETA LANBIDEZKO ORIENTABIDE ETA AZTERLAN ARAZOETAKO ESPEZIALISTAK 
277800;DIPLOMADOS EN BIBLIOTECOMANIA Y DOCUMENTACION;BIBLIOTEKONOMIA ETA AGIRIZAINTZA-DIPLOMADUNAK 
279800;OTROS PROFESIONALES RELACIONADOS CON LAS ACTIVIDADES FINANCIERAS Y JURIDICAS,;BABE FINANTZA JARUEREKIN ETA JARDUERA JURIDIKOEKIN LOTUTAKO BESTE PROFESIONARI 
279900;OTROS PROFESIONALES RELACIONADOS CON ACTIVIDADES DE SEGUROS Y DE ALQUILER NCOP;BABE ASEGURU ETA ALOGEREKIN LOTUTAKO BESTE PROFESIONARI BATZU 
281100;PROFESIONALES QUE PRESTAN SERVICIOS DE LIMPIEZA;GARBIKETA ZERBITZUETAN DIHARDUTEN PROFESIONARIAK 
282100;PERSONAL DOCENTE DE ENSEÑANZA SUPERIOR;GOIMAILAKO IRAKASKUNTZAKO IRAKASLEGOA 
282200;PERSONAL DOCENTE DE ENSEÑANZA MEDIA;IRAKASKUNTZA ERTAINEKO IRAKASLEGOA 
282300;PERSONAL DOCENTE DE ENSEÑANZA GENERAL BASICA Y PREESCOLAR;OINARRIZKO HEZIKETA OROKORREKO ETA ESKOLAURREKO IRAKASLEGOA 
282400;PROFESORES DE FORMACION Y PERFECCIONAMIENTO PROFESIONAL;LANBIDEZKO HEZIKETA ETA TREBAKUNTZAKO IRAKASLEAK 
282500;PROFESORES DE CONDUCCION DE VEHICULOS TERRESTRES, ACUATICOS,AERONAUTICOS, ETC.;LURGAINEKO ETA URGAINEKO IBILGAILUAK, NAHIZ AERONAUTIKOAK, ETABAR, GIDATZEKO I 
282600;PERSONAL DOCENTE ENSEÑ.DIVERSA,EDUCACCION FISICA Y DEPORTE,IDIOMAS,MECANOGRAF.;HAINBAT IRAKASKUNTZATAKO IRAKASLEGOA, HALA NOLA HEZIKETA FISIKOA, HIZKUNTZAK, 
283100;MEDICOS DE MEDICINA GENERAL;MEDIKUNTZA OROKORREKO MEDIKUAK 
283200;MEDICOS ESPECIALISTAS (EXCLUIDOS ESTOMATOLOGOS Y ODONTOLOGOS);MEDIKU ESPEZIALISTAK (ESTOMATOLOGOAK ETA ODONTOLOGOAK IZAN EZIK) 
283300;ESTOMATOLOGOS;ESTOMATOLOGOAK 
283400;ODONTOLOGOS;ODONTOLOGOAK 
283500;FARMACEUTICOS;FARMAZEUTIKOAK 
283600;AYUDANTES TECNICOS SANITARIOS Y FISOTERAPEUTAS;SANITATEZKO LAGUNTZAILE TEKNIKOAK 
283700;PROTESICOS E HIGIENISTAS DENTALES;PROTESIGILEAK ETA HAGIN HIGIENISTAK 
283800;OPTICOS-OPTOMETRISTAS Y PODOLOGOS;OPTIKARI OPTOMETRARIAK 
283900;MASAJISTAS,BROMATOLOGOS,DIETISTAS Y AUXILIARES DE ENFERMERIA;MASAJEGILEAK, BROMATOLOGOAK, DIETAJARTZAILEAK ETA ERIZANTZAKO LAGUNTZAILEAK 
284100;NATUROPATAS, ACUPUNTORES Y OTROS PROFESIONALES PARASANITARIOS;NAUROPATAK, AKUPUNTURAGILEAK ETA BESTE PROFESIONARI PARASANITARIOAK 
285100;REPRESENTANTES TECNICOS DEL ESPECTACULO;IKUSKIZUNETAKO ORDEZKARI TEKNIKOAK 
285200;APODERADOS Y REPRESENTANTES TAURINOS;ZEZEN MUNDUKO AHALDUNAK ETA ORDEZKARIAK 
285300;AGENTES DE COLOCACION DE ARTISTAS;ARTISTEN LAN AGENTEAK 
285400;EXPERTOS EN ORGANIZACION DE CONGRESOS, ASAMBLEAS Y SIMILARES;KONGRESU, BATZAR ETA ANTZEKOEN ANTOLAKUNTZAN ARITUAK 
285500;AGENTES Y CORREDORES DE APUESTAS EN LOS ESPECTACULOS;IKUSKIZUNETAKO APOSTU AGENTEAK ETA ARTEKARIAK 
286100;PINTORES, ESCULTORES, CERAMISTAS, ARTESANOS, GRABADORES Y ARTISTAS SIMILARES;PINTOREAK, ESKULTOREAK, ARTISAUAK, GRABATZAILEAK ETA ANTZEKO ARTEGILEAK 
286200;RESTAURADORES DE OBRAS DE ARTE;ARTELANEN ZAHARBERRITZAILEAK 
287100;EXPENDEDOR OFICIAL LOTERIA,APUESTA DEPORTIVA Y OTROS JUEGOS,DEL ESTADO;LOTERIA, KIROL APOSTU ETA BESTELAKO JOKOEN SALTZAILE OFIZIALAK, ESTATUKO LOTER 
287200;EXPENDEDORES OFICIALES DE LOTERIAS,APUESTAS DEPORTIVAS Y OTROS NO DEL ESTADO;ESTATUKO LOTERIA ETA APOSTUEN ERAKUNDE NAZIONALARENAK EZ BESTELAKO ERAKUNDEEN 
287300;EXPENDEDORES NO OFICIALES AUTORIZADOS PARA LA RECEP. APUESTAS Y OTROS JUEGOS;KIROL APOSTUAK, BESTELAKO JOKOAK ETA LOTERIA EZBERDINAK JASOTZEKO BAIMENA DUTE 
288100;ASTROLOGOS Y SIMILARES;ASTROLOGOAK ETA ANTZEKOAK 
288200;GUIAS DE TURISMO;TURISMO GIDA INTERPRENTARIAK 
288300;GUIAS INTERPRETES DE TURISMO;TURISMO GIDA INTERPRENTARIAK 
288400;PERITOS TASADORES DE SEGUROS,ALHAJAS, GENEROS Y EFECTOS;ASEGURU, ALHAJA, GENERO ETA EFEKTUEN PERITU TASATZAILEAK 
288500;LIQUIDADORES Y COMISARIOS DE AVERIAS;MATXURA LIKIDATZAILEAK ETA KOMISARIAK 
288600;CRONOMETRADORES;KRONOMETRATZAILEAK 
288700;MAQUILLADORES Y ESTETICISTAS;MAKILATZAILEAK ETA ESTETIZISTAK 
288800;GRAFOLOGOS;GRAFOLOGOAK 
289900;OTROS PROFESIONALES RELACIONADOS CON SERVICIOS A QUE SE REFIERE ESTA DIVISION;ZATIKETA HONEK AIPATU ZERBITZUEKIN ZERIKUSIRIK DUTEN BESTE PROFESIONARIAK 
301100;DIRECTORES DE CINE Y TEATRO;ZINE ETA ANTZERKI ZUZENDARIAK 
301200;AYUDANTES DE DIRECCION;ZUZENDARITZA LAGUNTZAILEAK 
301300;ACTORES DE CINE Y TEATRO;ZINE ETA ANTZERKI AKTOREAK/AKTORESAK 
301400;EXTRAS ESPECIALIZADOS, DOBLES, COMPARSAS Y MERITORIOS;ESTRA ESPEZIALIZATUAK, DOBLEAK, KONPARTSAK ETA MERITORIOAK 
301500;OPERADORES DE CAMARAS DE CINE, DE TELEVISION Y VIDEO;ZINE, TELEBISTA ETA BIDEO KAMARETAKO OPERADOREAK 
301600;HUMORISTAS, CARICATOS, EXCENTRICOS, CHARLISTAS, RECITADORES, ILUSIONISTAS, ETC;UNORISTAK, KARIKATOAK, -CHARLISTAS- DERITZATENAK, ERREZITATZAILEAK, ILUSIONIST 
301700;APUNTADORES Y REGIDORES;APUNTATZAILEAK ETA ERREGIDOREAK 
301800;ARTISTAS DE CIRCO;ZIRKUKO ARTISTAK 
301900;OTRAS ACTIVIDADES RELACIONADAS CON EL CINE, EL TEATRO Y EL CIRCO, N.C.O.P.;ZINE, ANTZERKIA ETA ZIRKUAREKIN ZERIKUSIRIK IZAN ETA BESTELAKO ATALETAN BILDU 
302100;DIRECTORES COREOGRAFICOS;KOEROGRAFIA ZUZENDARIAK 
302200;BAILARINES;DANTZARIAK 
302900;OTRAS ACTIVIDADES RELACIONADAS CON EL BAILE N.C.O.P.;DANTZAREKIN ZERIKUSIRIK IZAN ETA BESTELAKO ATALETAN BILDU EZ DIREN BESTE IHARD 
303100;MAESTROS Y DIRECTORES DE MUSICA;MUSIKA MAISUAK ETA ZUZENDARIAK 
303200;INTERPRETES DE INSTRUMENTOS MUSICALES;MUSIKATRESNEN INTERPRETARIAK 
303300;CANTANTES;KANTARIAK 
303900;OTRAS ACTIVIDADES RELACIONADAS CON LA MUSICA N.C.O.P.;IZAN MUSIKAREN ZERIKUSIRIK ETA BESTELAKO ATALETAN BILDU EZ DIREN BESTE IHARDUE 
304100;JUGADORES Y ENTRENADORES DE FUTBOL;FUTBOL JOKALARIAK ETA ENTRENATZAILEAK 
304200;JUGADORES, ENTRENADORES Y PREPARADORES DE TENIS Y DE GOLF;TENIS ETA GOLF JOKALARIAK, ENTRENATZAILEAK ETA PREPARATZAILEAK 
304300;PILOTOS, ENTRENADORES Y PREPARADORES DE MOTOCICLISMO Y AUTOMIVILISMNO;MOTOZIKLISMO ETA AUTOMOBILISMOKO PILOTOAK, ENTRENATZAILEAK ETA PREPARATZAILEAK 
304400;BOXEADORES, ENTRENADORES Y PREPARADORES DE BOXEO.;BOXEOLARIAK, BOXEO ENTRENATZAILEAK ETA PREPARATZAILEAK 
304500;JUGADORES, ENTRENADORES Y PREPARADORES DE BALONCESTO.;SASKIBALOIKO JOKALARIAK, ENTRENATZAILEAK ETA PREPARATZAILEAK 
304600;CORREDORES, ENTRENADORES Y PREPARADORES DE CICLISM0;TXIRRINDULARIAK, TXIRRINDULARITZAKO ENTRENATZAILEAK ETA PREPARATZAILEAK 
304700;JUGADORES,ENTRENADORES Y PREPARADORES DE BALONMANO,VOLEIBOL,PELOTA,HIPICA,...;ESKUBALOI, BOLEIBOL, PILOTA JOKALARIAK, ENTRENATZAILEAK ETA PREPARATZAILEAK ET 
304800;ARBITROS DE ESPECTACULOS DEPORTIVOS;KIROL IKUSKIZUNETAKO EPAILEAK 
304900;OTRAS ACTIVIDADES RELACIONADAS CON EL DEPORTE N.C.O.P.;KIROLEKIN ZERIKUSIRIK IZAN ETA BESTELAKO ATALETAN EZ BILDUTAKO BESTE IHARDUERA 
305100;MATADORES DE TOROS;ZEZEN HILTZAILEAK 
305200;REJONEADORES;BURTZILARIAK 
305300;SUBALTERNOS;MENPEKOAK 
305400;JEFES DE CUADRILLAS COMICAS Y SIMILARES;KOADRILLA KOMIKO ETA ANTZEKOEN BURUAK 
305500;OTRO PERSONAL DE CUADRILLAS COMICAS Y SIMILARES;KUADRILLA KOMIKO ETA ANTZEKOETAKO BESTELAKO PERTSONALA 
305900;OTRAS ACTIVIDADES RELACIONADAS CON ESPECTACULOS TAURINOS N.C.O.P.;ZEZEN IKUSKIZUNEKIN ZERIKUSIRIK IZAN ETA BESTELAKO ATALETAN BILDU EZ DIREN BES 
451000;AGRICULTURA;NEKAZARITZA 
452000;GANADERIA DEPENDIENTE;MENPEKO ABELTZAINTZA 
453000;EXPLOTACION FORESTAL;BASO USTIAPEN 
4540001;SERVICIOS DE CRIA, GUARDA Y ENGORDE DE GANADO (AVES);GANADUA HAZI, JAGON ETA GIZENTZEKO ZERBITZUAK (HEGAZTIAK)
4540002;SERVICIOS DE CRIA, GUARDA Y ENGORDE DE GANADO (DISTINTO DE AVES);GANADUA HAZI, JAGON ETA GIZENTZEKO ZERBITZUAK (HEGAZTIEZ BESTELAKOAK)
4550000;SERVICIOS AGRICOLAS Y GANADEROS EXCLUIDOS DEL REAGyP;NAAAB-ETIK BAZTERTUTAKO NEKAZARITZA ETA ABELTZAINTZA ZERBITZUAK
4550001;SERVICIOS AGRICOLAS Y GANADEROS NO INCLUIDOS EN REAGyP;NAAAB-EN SARTU GABEKO NEKAZARITZA ETA ABELTZAINTZA ZERBITZUAK
456001;PESCA DE BAJURA;BAXURAKO ARRANTZA 
456002;PESCA (AGUA DULCE);ARRANTZA (UR GEZA) 
456003;PESCA MARITIMA (NO BAJURA);ITSAS-ARRANTZA (BAXURAKOA IZAN EZIK) 
4570001;APROVECHAMIENTO CEDENTE ACT. AGRICOLAS (APARCERIA) - PRODUCTOS AGRÍCOLAS;NEKAZARITZAKO JARDUEREN LAGATZAILEARI DAGOKION APROBETXAMENDUA (PARTEKARITZA) - NEKAZAL PRODUKTUAK
4570002;APROVECHAMIENTO CEDENTE ACT. AGRICOLAS (APARCERIA) - FORRAJES;NEKAZARITZAKO JARDUEREN LAGATZAILEARI DAGOKION APROBETXAMENDUA (PARTEKARITZA) - BAZKA
4570003;APROVECHAMIENTO CEDENTE ACT. AGRICOLAS (APARCERIA) - PLANTAS TEXTILES Y TABACO;NEKAZARITZAKO JARDUEREN LAGATZAILEARI DAGOKION APROBETXAMENDUA (PARTEKARITZA) - EHUN-PLANTAK ETA TABAKOA
458000;APROVECHAMIENTOS CEDENTE ACT. FORESTALES (APARCERIA);BASOGINTZAKO JARDUEREN LAGATZAILEARI DAGOZKION APROBETXAMENDUAK (ERDI.ARAU.) 
459000;OTROS SERVICIOS AGRICOLAS NO SUJETOS A IAE;BESTE E.J.Z.REN KARGAPEKO NEKAZARITZA ZERBITZUAK 
490000;OTRAS ACTIVIDADES NO SUJETAS AL I.A.E.;E.J.Z.REN KARGAPEAN EZ DAUDEN BESTE JARDUERA BATZUK 
